# Full-ISA Z80N golden vectors from the Spectrum Next FPGA Z80N core (HDL simulation of the core source).
# fmt: opcodehex AF BC DE HL IX IY memHL memDE | (post) AF BC DE HL IX IY memHL memDE  name
9D 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C3B 8040 AA55 FFFF 0F0F 8080 00 00 SBC_A_L
9D 8055 0F10 7F80 0001 1234 4321 00 00 | 7E3E 0F10 7F80 0001 1234 4321 00 00 SBC_A_L
9D 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 1003 C0F0 3CC3 00FF F00F 0FF0 00 00 SBC_A_L
9D 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1013 55AA 2710 7FFF 8000 00C0 00 00 SBC_A_L
9E 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 SBC_A_(HL)
9E 00FF A000 A001 A000 A000 A000 08 80 | F7B3 A000 A001 A000 A000 A000 08 80 SBC_A_(HL)
9E FF28 A000 A001 A000 A000 A000 28 0F | D782 A000 A001 A000 A000 A000 28 0F SBC_A_(HL)
9E 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3B A000 A001 A000 A000 A000 FF 55 SBC_A_(HL)
9E 8055 A000 A001 A000 A000 A000 AC 18 | D393 A000 A001 A000 A000 A000 AC 18 SBC_A_(HL)
9E 0F10 A000 A001 A000 A000 A000 80 C0 | 8F8F A000 A001 A000 A000 A000 80 C0 SBC_A_(HL)
9E AAC3 A000 A001 A000 A000 A000 07 F7 | A2A2 A000 A001 A000 A000 A000 07 F7 SBC_A_(HL)
9E 1093 A000 A001 A000 A000 A000 42 01 | CD9B A000 A001 A000 A000 A000 42 01 SBC_A_(HL)
9F 0000 0001 0408 1234 5678 C0DE 00 00 | 0042 0001 0408 1234 5678 C0DE 00 00 SBC_A_A
9F 00FF 0102 8001 4123 00FF 0001 00 00 | FFBB 0102 8001 4123 00FF 0001 00 00 SBC_A_A
9F FF28 FF7F 1020 8001 BEEF 1357 00 00 | 0042 FF7F 1020 8001 BEEF 1357 00 00 SBC_A_A
9F 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | FFBB 8040 AA55 FFFF 0F0F 8080 00 00 SBC_A_A
9F 8055 0F10 7F80 0001 1234 4321 00 00 | FFBB 0F10 7F80 0001 1234 4321 00 00 SBC_A_A
9F 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0042 C0F0 3CC3 00FF F00F 0FF0 00 00 SBC_A_A
9F 1093 55AA 2710 7FFF 8000 00C0 00 00 | FFBB 55AA 2710 7FFF 8000 00C0 00 00 SBC_A_A
A0 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_B
A0 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_B
A0 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFBC FF7F 1020 8001 BEEF 1357 00 00 AND_A_B
A0 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 0054 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_B
A0 8055 0F10 7F80 0001 1234 4321 00 00 | 0054 0F10 7F80 0001 1234 4321 00 00 AND_A_B
A0 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0054 C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_B
A0 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1010 55AA 2710 7FFF 8000 00C0 00 00 AND_A_B
A1 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_C
A1 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_C
A1 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 7F38 FF7F 1020 8001 BEEF 1357 00 00 AND_A_C
A1 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 0054 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_C
A1 8055 0F10 7F80 0001 1234 4321 00 00 | 0054 0F10 7F80 0001 1234 4321 00 00 AND_A_C
A1 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0054 C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_C
A1 1093 55AA 2710 7FFF 8000 00C0 00 00 | 0054 55AA 2710 7FFF 8000 00C0 00 00 AND_A_C
A2 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_D
A2 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_D
A2 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 1010 FF7F 1020 8001 BEEF 1357 00 00 AND_A_D
A2 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 283C 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_D
A2 8055 0F10 7F80 0001 1234 4321 00 00 | 0054 0F10 7F80 0001 1234 4321 00 00 AND_A_D
A2 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0C1C C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_D
A2 1093 55AA 2710 7FFF 8000 00C0 00 00 | 0054 55AA 2710 7FFF 8000 00C0 00 00 AND_A_D
A3 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_E
A3 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_E
A3 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 2030 FF7F 1020 8001 BEEF 1357 00 00 AND_A_E
A3 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 1414 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_E
A3 8055 0F10 7F80 0001 1234 4321 00 00 | 8090 0F10 7F80 0001 1234 4321 00 00 AND_A_E
A3 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0314 C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_E
A3 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1010 55AA 2710 7FFF 8000 00C0 00 00 AND_A_E
A4 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_H
A4 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_H
A4 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 8090 FF7F 1020 8001 BEEF 1357 00 00 AND_A_H
A4 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C3C 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_H
A4 8055 0F10 7F80 0001 1234 4321 00 00 | 0054 0F10 7F80 0001 1234 4321 00 00 AND_A_H
A4 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0054 C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_H
A4 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1010 55AA 2710 7FFF 8000 00C0 00 00 AND_A_H
A5 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_L
A5 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_L
A5 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 0110 FF7F 1020 8001 BEEF 1357 00 00 AND_A_L
A5 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C3C 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_L
A5 8055 0F10 7F80 0001 1234 4321 00 00 | 0054 0F10 7F80 0001 1234 4321 00 00 AND_A_L
A5 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F1C C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_L
A5 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1010 55AA 2710 7FFF 8000 00C0 00 00 AND_A_L
A6 0000 A000 A001 A000 A000 A000 00 00 | 0054 A000 A001 A000 A000 A000 00 00 AND_A_(HL)
A6 00FF A000 A001 A000 A000 A000 08 80 | 0054 A000 A001 A000 A000 A000 08 80 AND_A_(HL)
A6 FF28 A000 A001 A000 A000 A000 28 0F | 283C A000 A001 A000 A000 A000 28 0F AND_A_(HL)
A6 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3C A000 A001 A000 A000 A000 FF 55 AND_A_(HL)
A6 8055 A000 A001 A000 A000 A000 AC 18 | 8090 A000 A001 A000 A000 A000 AC 18 AND_A_(HL)
A6 0F10 A000 A001 A000 A000 A000 80 C0 | 0054 A000 A001 A000 A000 A000 80 C0 AND_A_(HL)
A6 AAC3 A000 A001 A000 A000 A000 07 F7 | 0210 A000 A001 A000 A000 A000 07 F7 AND_A_(HL)
A6 1093 A000 A001 A000 A000 A000 42 01 | 0054 A000 A001 A000 A000 A000 42 01 AND_A_(HL)
A7 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 AND_A_A
A7 00FF 0102 8001 4123 00FF 0001 00 00 | 0054 0102 8001 4123 00FF 0001 00 00 AND_A_A
A7 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFBC FF7F 1020 8001 BEEF 1357 00 00 AND_A_A
A7 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C3C 8040 AA55 FFFF 0F0F 8080 00 00 AND_A_A
A7 8055 0F10 7F80 0001 1234 4321 00 00 | 8090 0F10 7F80 0001 1234 4321 00 00 AND_A_A
A7 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F1C C0F0 3CC3 00FF F00F 0FF0 00 00 AND_A_A
A7 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1010 55AA 2710 7FFF 8000 00C0 00 00 AND_A_A
A8 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 XOR_A_B
A8 00FF 0102 8001 4123 00FF 0001 00 00 | 0100 0102 8001 4123 00FF 0001 00 00 XOR_A_B
A8 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 0044 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_B
A8 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | BCA8 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_B
A8 8055 0F10 7F80 0001 1234 4321 00 00 | 8F88 0F10 7F80 0001 1234 4321 00 00 XOR_A_B
A8 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | CF8C C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_B
A8 1093 55AA 2710 7FFF 8000 00C0 00 00 | 4500 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_B
A9 0000 0001 0408 1234 5678 C0DE 00 00 | 0100 0001 0408 1234 5678 C0DE 00 00 XOR_A_C
A9 00FF 0102 8001 4123 00FF 0001 00 00 | 0200 0102 8001 4123 00FF 0001 00 00 XOR_A_C
A9 FF28 FF7F 1020 8001 BEEF 1357 00 00 | 8080 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_C
A9 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 7C28 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_C
A9 8055 0F10 7F80 0001 1234 4321 00 00 | 9084 0F10 7F80 0001 1234 4321 00 00 XOR_A_C
A9 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | FFAC C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_C
A9 1093 55AA 2710 7FFF 8000 00C0 00 00 | BAA8 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_C
AA 0000 0001 0408 1234 5678 C0DE 00 00 | 0400 0001 0408 1234 5678 C0DE 00 00 XOR_A_D
AA 00FF 0102 8001 4123 00FF 0001 00 00 | 8080 0102 8001 4123 00FF 0001 00 00 XOR_A_D
AA FF28 FF7F 1020 8001 BEEF 1357 00 00 | EFA8 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_D
AA 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 9684 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_D
AA 8055 0F10 7F80 0001 1234 4321 00 00 | FFAC 0F10 7F80 0001 1234 4321 00 00 XOR_A_D
AA 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 3324 C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_D
AA 1093 55AA 2710 7FFF 8000 00C0 00 00 | 3720 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_D
AB 0000 0001 0408 1234 5678 C0DE 00 00 | 0808 0001 0408 1234 5678 C0DE 00 00 XOR_A_E
AB 00FF 0102 8001 4123 00FF 0001 00 00 | 0100 0102 8001 4123 00FF 0001 00 00 XOR_A_E
AB FF28 FF7F 1020 8001 BEEF 1357 00 00 | DF88 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_E
AB 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 692C 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_E
AB 8055 0F10 7F80 0001 1234 4321 00 00 | 0044 0F10 7F80 0001 1234 4321 00 00 XOR_A_E
AB 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | CC8C C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_E
AB 1093 55AA 2710 7FFF 8000 00C0 00 00 | 0044 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_E
AC 0000 0001 0408 1234 5678 C0DE 00 00 | 1204 0001 0408 1234 5678 C0DE 00 00 XOR_A_H
AC 00FF 0102 8001 4123 00FF 0001 00 00 | 4104 0102 8001 4123 00FF 0001 00 00 XOR_A_H
AC FF28 FF7F 1020 8001 BEEF 1357 00 00 | 7F28 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_H
AC 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | C384 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_H
AC 8055 0F10 7F80 0001 1234 4321 00 00 | 8080 0F10 7F80 0001 1234 4321 00 00 XOR_A_H
AC 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F0C C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_H
AC 1093 55AA 2710 7FFF 8000 00C0 00 00 | 6F2C 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_H
AD 0000 0001 0408 1234 5678 C0DE 00 00 | 3420 0001 0408 1234 5678 C0DE 00 00 XOR_A_L
AD 00FF 0102 8001 4123 00FF 0001 00 00 | 2320 0102 8001 4123 00FF 0001 00 00 XOR_A_L
AD FF28 FF7F 1020 8001 BEEF 1357 00 00 | FEA8 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_L
AD 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | C384 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_L
AD 8055 0F10 7F80 0001 1234 4321 00 00 | 8184 0F10 7F80 0001 1234 4321 00 00 XOR_A_L
AD 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | F0A4 C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_L
AD 1093 55AA 2710 7FFF 8000 00C0 00 00 | EFA8 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_L
AE 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 XOR_A_(HL)
AE 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 XOR_A_(HL)
AE FF28 A000 A001 A000 A000 A000 28 0F | D784 A000 A001 A000 A000 A000 28 0F XOR_A_(HL)
AE 3C01 A000 A001 A000 A000 A000 FF 55 | C384 A000 A001 A000 A000 A000 FF 55 XOR_A_(HL)
AE 8055 A000 A001 A000 A000 A000 AC 18 | 2C28 A000 A001 A000 A000 A000 AC 18 XOR_A_(HL)
AE 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 XOR_A_(HL)
AE AAC3 A000 A001 A000 A000 A000 07 F7 | ADA8 A000 A001 A000 A000 A000 07 F7 XOR_A_(HL)
AE 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 XOR_A_(HL)
AF 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 XOR_A_A
AF 00FF 0102 8001 4123 00FF 0001 00 00 | 0044 0102 8001 4123 00FF 0001 00 00 XOR_A_A
AF FF28 FF7F 1020 8001 BEEF 1357 00 00 | 0044 FF7F 1020 8001 BEEF 1357 00 00 XOR_A_A
AF 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 0044 8040 AA55 FFFF 0F0F 8080 00 00 XOR_A_A
AF 8055 0F10 7F80 0001 1234 4321 00 00 | 0044 0F10 7F80 0001 1234 4321 00 00 XOR_A_A
AF 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0044 C0F0 3CC3 00FF F00F 0FF0 00 00 XOR_A_A
AF 1093 55AA 2710 7FFF 8000 00C0 00 00 | 0044 55AA 2710 7FFF 8000 00C0 00 00 XOR_A_A
B0 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 OR_A_B
B0 00FF 0102 8001 4123 00FF 0001 00 00 | 0100 0102 8001 4123 00FF 0001 00 00 OR_A_B
B0 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_B
B0 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | BCA8 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_B
B0 8055 0F10 7F80 0001 1234 4321 00 00 | 8F88 0F10 7F80 0001 1234 4321 00 00 OR_A_B
B0 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | CF8C C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_B
B0 1093 55AA 2710 7FFF 8000 00C0 00 00 | 5504 55AA 2710 7FFF 8000 00C0 00 00 OR_A_B
B1 0000 0001 0408 1234 5678 C0DE 00 00 | 0100 0001 0408 1234 5678 C0DE 00 00 OR_A_C
B1 00FF 0102 8001 4123 00FF 0001 00 00 | 0200 0102 8001 4123 00FF 0001 00 00 OR_A_C
B1 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_C
B1 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 7C28 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_C
B1 8055 0F10 7F80 0001 1234 4321 00 00 | 9084 0F10 7F80 0001 1234 4321 00 00 OR_A_C
B1 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | FFAC C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_C
B1 1093 55AA 2710 7FFF 8000 00C0 00 00 | BAA8 55AA 2710 7FFF 8000 00C0 00 00 OR_A_C
B2 0000 0001 0408 1234 5678 C0DE 00 00 | 0400 0001 0408 1234 5678 C0DE 00 00 OR_A_D
B2 00FF 0102 8001 4123 00FF 0001 00 00 | 8080 0102 8001 4123 00FF 0001 00 00 OR_A_D
B2 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_D
B2 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | BEAC 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_D
B2 8055 0F10 7F80 0001 1234 4321 00 00 | FFAC 0F10 7F80 0001 1234 4321 00 00 OR_A_D
B2 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 3F2C C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_D
B2 1093 55AA 2710 7FFF 8000 00C0 00 00 | 3720 55AA 2710 7FFF 8000 00C0 00 00 OR_A_D
B3 0000 0001 0408 1234 5678 C0DE 00 00 | 0808 0001 0408 1234 5678 C0DE 00 00 OR_A_E
B3 00FF 0102 8001 4123 00FF 0001 00 00 | 0100 0102 8001 4123 00FF 0001 00 00 OR_A_E
B3 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_E
B3 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 7D2C 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_E
B3 8055 0F10 7F80 0001 1234 4321 00 00 | 8080 0F10 7F80 0001 1234 4321 00 00 OR_A_E
B3 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | CF8C C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_E
B3 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1000 55AA 2710 7FFF 8000 00C0 00 00 OR_A_E
B4 0000 0001 0408 1234 5678 C0DE 00 00 | 1204 0001 0408 1234 5678 C0DE 00 00 OR_A_H
B4 00FF 0102 8001 4123 00FF 0001 00 00 | 4104 0102 8001 4123 00FF 0001 00 00 OR_A_H
B4 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_H
B4 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | FFAC 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_H
B4 8055 0F10 7F80 0001 1234 4321 00 00 | 8080 0F10 7F80 0001 1234 4321 00 00 OR_A_H
B4 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F0C C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_H
B4 1093 55AA 2710 7FFF 8000 00C0 00 00 | 7F28 55AA 2710 7FFF 8000 00C0 00 00 OR_A_H
B5 0000 0001 0408 1234 5678 C0DE 00 00 | 3420 0001 0408 1234 5678 C0DE 00 00 OR_A_L
B5 00FF 0102 8001 4123 00FF 0001 00 00 | 2320 0102 8001 4123 00FF 0001 00 00 OR_A_L
B5 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_L
B5 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | FFAC 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_L
B5 8055 0F10 7F80 0001 1234 4321 00 00 | 8184 0F10 7F80 0001 1234 4321 00 00 OR_A_L
B5 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | FFAC C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_L
B5 1093 55AA 2710 7FFF 8000 00C0 00 00 | FFAC 55AA 2710 7FFF 8000 00C0 00 00 OR_A_L
B6 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 OR_A_(HL)
B6 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 OR_A_(HL)
B6 FF28 A000 A001 A000 A000 A000 28 0F | FFAC A000 A001 A000 A000 A000 28 0F OR_A_(HL)
B6 3C01 A000 A001 A000 A000 A000 FF 55 | FFAC A000 A001 A000 A000 A000 FF 55 OR_A_(HL)
B6 8055 A000 A001 A000 A000 A000 AC 18 | ACAC A000 A001 A000 A000 A000 AC 18 OR_A_(HL)
B6 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 OR_A_(HL)
B6 AAC3 A000 A001 A000 A000 A000 07 F7 | AFAC A000 A001 A000 A000 A000 07 F7 OR_A_(HL)
B6 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 OR_A_(HL)
B7 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 OR_A_A
B7 00FF 0102 8001 4123 00FF 0001 00 00 | 0044 0102 8001 4123 00FF 0001 00 00 OR_A_A
B7 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FF7F 1020 8001 BEEF 1357 00 00 OR_A_A
B7 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C2C 8040 AA55 FFFF 0F0F 8080 00 00 OR_A_A
B7 8055 0F10 7F80 0001 1234 4321 00 00 | 8080 0F10 7F80 0001 1234 4321 00 00 OR_A_A
B7 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F0C C0F0 3CC3 00FF F00F 0FF0 00 00 OR_A_A
B7 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1000 55AA 2710 7FFF 8000 00C0 00 00 OR_A_A
B8 0000 0001 0408 1234 5678 C0DE 00 00 | 0042 0001 0408 1234 5678 C0DE 00 00 CP_A_B
B8 00FF 0102 8001 4123 00FF 0001 00 00 | 0093 0102 8001 4123 00FF 0001 00 00 CP_A_B
B8 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF6A FF7F 1020 8001 BEEF 1357 00 00 CP_A_B
B8 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C87 8040 AA55 FFFF 0F0F 8080 00 00 CP_A_B
B8 8055 0F10 7F80 0001 1234 4321 00 00 | 801E 0F10 7F80 0001 1234 4321 00 00 CP_A_B
B8 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F03 C0F0 3CC3 00FF F00F 0FF0 00 00 CP_A_B
B8 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1093 55AA 2710 7FFF 8000 00C0 00 00 CP_A_B
B9 0000 0001 0408 1234 5678 C0DE 00 00 | 0093 0001 0408 1234 5678 C0DE 00 00 CP_A_C
B9 00FF 0102 8001 4123 00FF 0001 00 00 | 0093 0102 8001 4123 00FF 0001 00 00 CP_A_C
B9 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAA FF7F 1020 8001 BEEF 1357 00 00 CP_A_C
B9 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C83 8040 AA55 FFFF 0F0F 8080 00 00 CP_A_C
B9 8055 0F10 7F80 0001 1234 4321 00 00 | 8006 0F10 7F80 0001 1234 4321 00 00 CP_A_C
B9 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F23 C0F0 3CC3 00FF F00F 0FF0 00 00 CP_A_C
B9 1093 55AA 2710 7FFF 8000 00C0 00 00 | 103B 55AA 2710 7FFF 8000 00C0 00 00 CP_A_C
BA 0000 0001 0408 1234 5678 C0DE 00 00 | 0093 0001 0408 1234 5678 C0DE 00 00 CP_A_D
BA 00FF 0102 8001 4123 00FF 0001 00 00 | 0087 0102 8001 4123 00FF 0001 00 00 CP_A_D
BA FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF82 FF7F 1020 8001 BEEF 1357 00 00 CP_A_D
BA 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3CAF 8040 AA55 FFFF 0F0F 8080 00 00 CP_A_D
BA 8055 0F10 7F80 0001 1234 4321 00 00 | 803E 0F10 7F80 0001 1234 4321 00 00 CP_A_D
BA 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0FAB C0F0 3CC3 00FF F00F 0FF0 00 00 CP_A_D
BA 1093 55AA 2710 7FFF 8000 00C0 00 00 | 10B3 55AA 2710 7FFF 8000 00C0 00 00 CP_A_D
BB 0000 0001 0408 1234 5678 C0DE 00 00 | 009B 0001 0408 1234 5678 C0DE 00 00 CP_A_E
BB 00FF 0102 8001 4123 00FF 0001 00 00 | 0093 0102 8001 4123 00FF 0001 00 00 CP_A_E
BB FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFA2 FF7F 1020 8001 BEEF 1357 00 00 CP_A_E
BB 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C83 8040 AA55 FFFF 0F0F 8080 00 00 CP_A_E
BB 8055 0F10 7F80 0001 1234 4321 00 00 | 8042 0F10 7F80 0001 1234 4321 00 00 CP_A_E
BB 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F03 C0F0 3CC3 00FF F00F 0FF0 00 00 CP_A_E
